Mês,Código SH2,Descrição SH2,Exportação - 2025 - Valor US$ FOB,Exportação - 2025 - Quilograma Líquido,Importação - 2025 - Valor US$ FOB,Importação - 2025 - Quilograma Líquido,Exportação - 2024 - Valor US$ FOB,Exportação - 2024 - Quilograma Líquido,Importação - 2024 - Valor US$ FOB,Importação - 2024 - Quilograma Líquido,Exportação - 2023 - Valor US$ FOB,Exportação - 2023 - Quilograma Líquido,Importação - 2023 - Valor US$ FOB,Importação - 2023 - Quilograma Líquido,Exportação - 2022 - Valor US$ FOB,Exportação - 2022 - Quilograma Líquido,Importação - 2022 - Valor US$ FOB,Importação - 2022 - Quilograma Líquido,Exportação - 2021 - Valor US$ FOB,Exportação - 2021 - Quilograma Líquido,Importação - 2021 - Valor US$ FOB,Importação - 2021 - Quilograma Líquido,Exportação - 2020 - Valor US$ FOB,Exportação - 2020 - Quilograma Líquido,Importação - 2020 - Valor US$ FOB,Importação - 2020 - Quilograma Líquido,Exportação - 2019 - Valor US$ FOB,Exportação - 2019 - Quilograma Líquido,Importação - 2019 - Valor US$ FOB,Importação - 2019 - Quilograma Líquido,Exportação - 2018 - Valor US$ FOB,Exportação - 2018 - Quilograma Líquido,Importação - 2018 - Valor US$ FOB,Importação - 2018 - Quilograma Líquido,Exportação - 2017 - Valor US$ FOB,Exportação - 2017 - Quilograma Líquido,Importação - 2017 - Valor US$ FOB,Importação - 2017 - Quilograma Líquido,Exportação - 2016 - Valor US$ FOB,Exportação - 2016 - Quilograma Líquido,Importação - 2016 - Valor US$ FOB,Importação - 2016 - Quilograma Líquido,Exportação - 2015 - Valor US$ FOB,Exportação - 2015 - Quilograma Líquido,Importação - 2015 - Valor US$ FOB,Importação - 2015 - Quilograma Líquido,Exportação - 2014 - Valor US$ FOB,Exportação - 2014 - Quilograma Líquido,Importação - 2014 - Valor US$ FOB,Importação - 2014 - Quilograma Líquido,Exportação - 2013 - Valor US$ FOB,Exportação - 2013 - Quilograma Líquido,Importação - 2013 - Valor US$ FOB,Importação - 2013 - Quilograma Líquido,Exportação - 2012 - Valor US$ FOB,Exportação - 2012 - Quilograma Líquido,Importação - 2012 - Valor US$ FOB,Importação - 2012 - Quilograma Líquido,Exportação - 2011 - Valor US$ FOB,Exportação - 2011 - Quilograma Líquido,Importação - 2011 - Valor US$ FOB,Importação - 2011 - Quilograma Líquido,Exportação - 2010 - Valor US$ FOB,Exportação - 2010 - Quilograma Líquido,Importação - 2010 - Valor US$ FOB,Importação - 2010 - Quilograma Líquido,Exportação - 2009 - Valor US$ FOB,Exportação - 2009 - Quilograma Líquido,Importação - 2009 - Valor US$ FOB,Importação - 2009 - Quilograma Líquido,Exportação - 2008 - Valor US$ FOB,Exportação - 2008 - Quilograma Líquido,Importação - 2008 - Valor US$ FOB,Importação - 2008 - Quilograma Líquido,Exportação - 2007 - Valor US$ FOB,Exportação - 2007 - Quilograma Líquido,Importação - 2007 - Valor US$ FOB,Importação - 2007 - Quilograma Líquido,Exportação - 2006 - Valor US$ FOB,Exportação - 2006 - Quilograma Líquido,Importação - 2006 - Valor US$ FOB,Importação - 2006 - Quilograma Líquido,Exportação - 2005 - Valor US$ FOB,Exportação - 2005 - Quilograma Líquido,Importação - 2005 - Valor US$ FOB,Importação - 2005 - Quilograma Líquido,Exportação - 2004 - Valor US$ FOB,Exportação - 2004 - Quilograma Líquido,Importação - 2004 - Valor US$ FOB,Importação - 2004 - Quilograma Líquido,Exportação - 2003 - Valor US$ FOB,Exportação - 2003 - Quilograma Líquido,Importação - 2003 - Valor US$ FOB,Importação - 2003 - Quilograma Líquido,Exportação - 2002 - Valor US$ FOB,Exportação - 2002 - Quilograma Líquido,Importação - 2002 - Valor US$ FOB,Importação - 2002 - Quilograma Líquido,Exportação - 2001 - Valor US$ FOB,Exportação - 2001 - Quilograma Líquido,Importação - 2001 - Valor US$ FOB,Importação - 2001 - Quilograma Líquido,Exportação - 2000 - Valor US$ FOB,Exportação - 2000 - Quilograma Líquido,Importação - 2000 - Valor US$ FOB,Importação - 2000 - Quilograma Líquido,Exportação - 1999 - Valor US$ FOB,Exportação - 1999 - Quilograma Líquido,Importação - 1999 - Valor US$ FOB,Importação - 1999 - Quilograma Líquido,Exportação - 1998 - Valor US$ FOB,Exportação - 1998 - Quilograma Líquido,Importação - 1998 - Valor US$ FOB,Importação - 1998 - Quilograma Líquido,Exportação - 1997 - Valor US$ FOB,Exportação - 1997 - Quilograma Líquido,Importação - 1997 - Valor US$ FOB,Importação - 1997 - Quilograma Líquido
05. Maio,56,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",59938,10423,1004904,343501,4990,15,139792,38282,5986,28,304612,99621,7648,21,450979,193988,7043,21,351399,191570,20616,63,36422,14807,2888,6,72020,25677,12676,68,19432,2691,4665,15,96212,46118,2609,14,123708,39132,2708,8,55110,29339,1875,7,21055,1316,185,2,2185,252,1306,7,110354,71984,4732,16,37330,4179,376,0,27482,19941,1563,3,595,6,0,0,16350,1014,0,0,6886,102,0,0,1900,18,452,9,396,7,0,0,9054,195,3,4,8486,580,6161,2649,32119,3105,6450,3469,559,155,40,0,663,11,8593,2604,65,2,0,0,8551,84,0,0,2345,350
05. Maio,55,"Fibras sintéticas ou artificiais, descontínuas",32019,4550,1180733,498835,8071,949,456556,180224,6163,766,1054472,431303,4669,388,1006752,342970,12304,1408,361858,114366,2573,32,533296,270181,14981,1432,152197,143390,4041,356,144530,51992,4407,405,241811,96650,17043,1762,69670,27466,9252,741,109890,36395,9097,719,406163,124683,7326,541,59213,19608,10743,1174,766452,217109,0,0,981245,226363,0,0,356201,225603,0,0,272048,99288,1457,164,78640,21381,0,0,284184,105755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,259,1926,21895,0,0,0,0,0,0,0,0,54884,32139,194365,4984,0,0,75,4,27808,19862
05. Maio,54,Filamentos sintéticos ou artificiais,34475,4562,2938825,1449162,46723,4757,1510527,756339,31011,3895,1237850,498284,154630,19298,1802237,709075,94164,12347,451985,230173,11269,1000,114780,56269,26133,3330,1053209,469309,27129,2870,1257823,543886,48822,8293,738489,458151,127716,20884,1137513,606229,41076,4405,1098901,572635,18312,2306,1143980,310591,53867,4193,559261,254831,151576,15453,754982,199520,322605,29229,1328209,364314,109707,7169,796681,260005,53701,4725,45220,12500,54106,3915,76516,17690,13677,1085,223821,118587,65196,9090,22139,6800,38353,7188,326998,226839,19096,3462,2750,100,16990,2445,313399,251625,8753,1869,422650,257740,21011,3739,351521,170131,4649,373,935897,505736,0,0,0,0,4671,770,17678,7560,13392,975,295095,99464
05. Maio,52,Algodão,209007,22412,119263,40828,62922,8442,333557,114697,28720,3090,2741,904,35133,3607,0,0,116057,14623,445398,127020,39171,5827,316456,94314,91641,11609,0,0,67134,8320,185607,59559,127797,13553,481221,156073,82350,12889,220059,86514,88344,10489,337867,114001,139603,17033,0,0,133122,12691,71245,18576,223040,16389,24766,7913,144540,13681,1971,66,118067,12330,928860,299568,198937,23282,214947,22287,215704,16997,217363,46666,178211,22304,7893,277,104503,14084,0,0,341079,49319,0,0,124622,23089,1651,769,165653,31997,0,0,11010,1434,0,0,198418,24751,0,0,303004,36006,284799,252015,91528,10935,373454,249944,217590,22464,581485,349976,334796,34371,828190,489600
05. Maio,49,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",1576834,4400,44101,16152,835598,8353,7868,1047,289748,1271,20723,15921,257565,1168,8633,14007,99444,579,6424,11878,162612,885,43551,2834,26370,914177,53086,24332,106883,1367,11217,1095,215332,2361,6261,225,57366,942,2240,96,187032,1047064,2581,153,3928,306,15142,295,1319,193,9151,484,12219,1529,2974,202,9347,719,7487,3792,11122,821,1475,260,14308,169,9832,16684,547,115,11713,4184,13363,310,28905,12999,2856,177,18,4,2053,720,10044,3002,276,608,10624,1186,309,363,40329,3061,1296,213,59868,3506,27644,1391,80165,5161,3823,237,207334,14057,390,1505,70647,9933,0,0,221632,19075,0,0,70436,3696
05. Maio,48,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",16292,72059,826051,387840,6050,21976,1040440,460292,17452,9362,587368,197323,3147,437,615384,216030,4443,546,818903,363669,1198,14,1043222,619771,2603,211,1365156,647053,173,33,1007224,569586,1536,11,772032,734405,1501,109,792515,617896,38632,9495,593773,461024,27209,8541,361491,311195,10494,3785,98061,54151,301,190,117754,54326,38,23,913342,905252,50,61,277417,514382,11854,3559,40268,13419,142,137,12381,6940,40825,12696,5004,1815,646,712,99294,79600,1480,1311,3329,2655,571,436,58544,37385,272,34,26797,52065,1193,140,47218,31578,982,281,27552,8827,662,73,49445,9703,2277,3088,837,52,112,5,13075,5020,104,154,13871,2815
05. Maio,44,"Madeira, carvão vegetal e obras de madeira",377,23,702677,423565,0,0,477405,305984,130,423,671489,427597,2784,14848,593766,365867,10941,254110,529880,387597,36207,557913,390323,275884,50717,664162,79938,82680,1042,6012,225926,125254,29518,21647,618,541,505,10,12920,2073,1,15,39164,60388,49608,42493,208362,208803,912,540,171008,80208,1068,99,54295,20390,686370,5295399,138150,24966,35937,65159,120693,55918,168581,753181,18829,19764,117676,83369,37788,48170,232437,245062,10943,12265,59558,94017,4881,449,129547,166303,0,0,411963,782398,0,0,219928,388156,2043,241,155953,432207,261,24,565490,1402961,0,0,522528,1690649,182,2,687646,2247792,0,0,500938,1495452,0,0,872500,2502278,0,0
05. Maio,42,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",0,1,426020,72581,0,0,198955,47914,451,3,669023,185000,632,1,145963,30454,1028,27,39349,14048,3252,36,128082,61423,1331,23,384681,137722,3355,94,53780,24865,57,4,55151,27992,974,85,2681,687,2,3,39810,5808,720,40,72038,12440,4,13,71841,4167,21,27,206236,22988,38,1,130231,94678,2200,178,28467,13362,0,0,17169,7855,2632,312,2856,1166,0,0,1311,223,37,2,0,0,11005,1864,2495,1782,13478,2160,0,0,14506,2730,9387,2015,0,0,24031,5767,0,0,0,0,0,0,77316,9942,10322,590,435,2,1536,64,0,0,0,0,0,0
05. Maio,40,Borracha e suas obras,314256,8915,4641430,1448787,209707,9471,9507788,3358367,155664,10197,11393473,3686686,165120,14499,7246555,1706928,458024,31889,12267439,2000025,342183,16855,3427188,1037585,379750,21316,5262111,1409276,202529,12268,7752059,2574423,446112,40694,4183369,1320626,405594,17161,1994361,594101,387018,14432,1967167,490783,337188,14950,1474249,329194,192121,13008,989690,170361,245344,12985,994282,171306,184552,9330,421723,72509,295921,11196,294653,43877,148120,6780,323137,60652,179286,9778,491819,132085,403311,11732,231383,47746,105809,6844,195984,40254,26090,1672,84998,13167,32452,3601,252659,58768,4713,317,340355,109255,10012,458,344014,118817,10775,1205,165062,45885,18311,1799,301628,93175,19654,2165,112894,18811,6592,629,121959,29941,22253,1627,192519,50866
05. Maio,39,Plásticos e suas obras,3440595,818989,22599950,16388122,3432585,895103,33539671,25003360,3549272,744590,29161556,17876068,4026420,838679,34246573,15501963,3055684,667151,42968377,20540923,1946013,308001,17525217,11850620,1952838,460128,18706660,14793270,1546328,299632,15378922,10805031,1823075,420561,15652910,9359541,1891552,372462,10509813,7643426,2039789,446694,13556027,9524732,3368691,780462,10787076,4971100,2925089,456162,5355985,1709581,2602464,400241,10033404,5466565,2163748,401178,10548857,5147301,2415082,422459,6273704,3640050,2186324,703439,3616351,2294330,2579472,693137,8265803,5446861,2397360,716836,5461857,3946211,1903358,572769,3233338,2220581,1772601,581205,5363673,4711727,1711139,486434,1090532,329945,852150,293975,1752251,656509,638729,265854,2005324,1749129,609894,238967,1526011,817652,810059,245938,4120265,3506269,768570,411613,1003402,540194,567025,178996,1733976,940710,568741,169312,1576967,652973
05. Maio,38,Produtos diversos das indústrias químicas,264133,206641,3896240,706792,18322,110,2159940,683844,33060,22007,2387955,655567,5214,2658,993101,400489,45817,20942,1290833,373557,0,0,1678202,282582,1159,10,1798954,601527,2907,467,887005,279830,5404,669,654431,263951,3665,548,838763,183794,0,0,735210,231196,0,0,1288244,217766,14663,1260,1128497,234185,60,14,1757995,798742,13240,1513,1383807,179073,42423,6693,2098660,1194581,1201,290,1905517,1686885,1136,108,921532,255123,11410,4815,407430,212967,452,104,173304,113892,11682,15170,329910,124400,13211,5674,200317,209035,976,265,143421,204450,1119,391,62595,3517,1104,345,51378,16460,1440,612,97900,72761,7631,465,43258,28987,338,135,141223,44354,4980,2325,134481,85533
05. Maio,35,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,61293,9462,133643,29490,87836,17124,376006,111319,88615,16093,200435,64216,51869,11023,81049,57530,65482,14246,152451,53924,26312,4098,121410,78088,31911,6423,36608,6541,22473,4441,35169,16000,41681,7404,31816,20609,47907,8388,110183,37553,45448,4586,68379,24321,42083,5515,12320,2180,56409,7385,48988,4287,44491,6485,64800,2574,47760,6077,33920,13490,21351,2446,211654,53225,71877,22752,68004,12431,29768,4161,103005,16396,39384,5678,120530,29789,10780,2260,68720,21370,40495,10078,7378,731,33744,27078,32,1,54373,17955,2412,7,28471,14894,107272,33044,17160,9809,46246,14911,34458,11210,104510,31808,49980,17593,33194,13036,3872,406,11958,555,22952,5119,34421,41002
05. Maio,34,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",15560,571,659409,393588,33116,4544,549378,311432,29066,2508,514870,235334,13039,615,224988,79853,10010,1400,256939,77410,14534,344,261346,84476,5940,1291,374059,127692,1901,880,172716,62375,9316,1114,123908,28904,6786,1576,235684,80953,5683,391,216969,58440,3525,1829,473381,117987,6793,1326,441877,141141,571,86,311062,88949,21777,1675,458643,126678,16337,1227,704741,433571,10906,743,382120,330623,18502,1603,170584,70709,20213,2106,139224,55060,2046,399,71715,42213,2489,183,284781,109056,1222,212,360852,167765,7956,1732,368175,167327,5092,414,350112,136075,3982,228,762301,290915,2165,104,553643,216057,1338,77,481487,210791,15473,3022,607778,172694,0,0,472001,124251
05. Maio,33,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,314698,2293,2026961,322456,565733,3357,1055908,101605,211524,1907,1339261,178618,400102,2971,240573,43884,313721,2421,279456,46987,162776,1302,130889,38774,654970,22075,462257,88591,177868,1288,46158,15419,233035,1515,43359,7494,205088,1539,80443,4233,165044,1161,143273,67616,136075,887,126078,24267,72256,654,84335,2402,219301,1433,5231,175,168704,1189,24541,298,47285,369,5424,328,24899,149,16073,583,34037,195,3726,94,99973,23587,0,0,19355,245,0,0,11517,810,870,10,0,0,4676,72,0,0,0,0,0,0,0,0,795,39,56000,1250,0,0,75500,2050,0,0,0,0,0,0,0,0,0,0,24400,500
05. Maio,32,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,214876,133335,664523,70869,81418,64660,501742,53683,87557,121532,672517,149948,152355,47049,654354,80411,110715,41548,801784,174060,93761,47505,551985,167646,44704,18669,345755,102113,5886,440,306004,76560,0,0,181428,76562,16012,2813,253018,94650,6642,492,300275,117361,91200,24113,121384,9728,32862,9002,85347,21273,0,0,498696,134448,2231,39,328818,61802,375,11,183770,81389,544,103,69195,8989,22927,21964,343943,83341,38916,41586,38949,3276,6869,145,228797,45930,2716,568,126781,45330,7213,779,85787,26550,22648,6121,143921,15972,238,10,332092,132617,22,322,194421,77310,1639,1002,396107,42953,125,15,189066,45731,1656,40,128828,47035,0,0,225956,47722
05. Maio,30,Produtos farmacêuticos,663253,3299,490671,1366,704637,4009,2711150,32565,507519,3123,2730233,38457,651157,3892,2426497,31981,254556,1270,2523069,30289,394494,2015,3744517,26795,134253,675,1455442,13575,404055,2278,1190809,9966,155640,1027,1242309,13921,197727,1148,2388322,16589,106592,622,2892236,12573,87618,581,3916161,16030,58032,326,2843160,15941,155243,861,1907325,13053,107517,537,4767034,16895,60224,574,2473957,28897,33181,168,1415503,9136,51335,805,0,0,76007,1716,0,0,0,0,0,0,462,6,3120,295,0,0,0,0,0,0,0,0,7200,137,0,0,23040,1114,0,0,0,0,0,0,3780,1441,1685,100,0,0,136,3,0,0,370,10
05. Maio,29,Produtos químicos orgânicos,4042570,4957855,4288374,1301099,1828702,3462131,2875341,1081619,1081152,1626982,2105625,573819,24185,2764,3003826,1060964,20746,694,2043159,966655,0,0,2546862,1295206,2465,17,1481443,747728,20244,507,799455,472245,742,40,608293,302313,3,0,716785,369026,476,2,601496,224826,0,0,550407,212416,29682,328,411207,242625,450,3,1389349,419706,7,3,1724396,411588,409,8,3392128,2018965,0,0,2885371,1907085,5207,150,874325,296664,985,27,337595,238981,4745,156,437116,294341,795,2,218956,167588,122,27,45617,48580,0,0,86797,82120,130,3,94453,106345,24,10,120555,80000,211,120,36951,27845,0,0,71276,21100,0,0,75393,20945,65,19,67759,44560
05. Maio,28,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",5849283,176839,3713479,3388233,13153622,330286,5053581,3824282,5825193,132972,3879006,2072842,6327450,190750,12780485,15938179,4420110,644603,7058703,2347329,7219138,328334,3803207,1969876,5230221,316799,4765877,1779033,2343995,98401,4495814,1582219,3148180,188339,5149128,1675774,2435661,152681,4816936,1491949,3189865,156662,4714470,1930085,5080887,183220,7962176,1599042,5908547,151805,11092833,1386239,9182911,197559,5081664,1169171,4014704,131829,3436528,1512128,2555343,125730,1650611,604106,2052177,86640,448696,172827,2960918,158832,4926185,676735,4334681,242100,3637238,1124028,3088384,192939,1937466,389706,1623145,123292,2122853,425893,760947,60175,2279674,461440,1082752,110940,1575023,236853,638295,71000,1517812,466391,435261,39602,773587,136895,529570,42201,791919,152513,288704,25241,156547,196050,702668,69100,349644,183310,594095,41600,157909,42391
05. Maio,27,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",10758,1106,679531,935625,4311,534,1069997,933509,7475,1064,2095363,2636481,5180,509,298050,127988,2823,91,422080,470420,2967,271,275331,351127,17042,686,708888,972246,14423,501,138857,186395,33178,5166,264158,425454,16420,388,376697,429269,47527,4783,651815,1165884,35323,1526,767811,971517,6288,640,921119,1591086,10553,2378,1509307,2006786,0,0,1226643,1282481,0,0,213689,411672,114,7,193299,255840,0,0,175241,80907,353,1,58806,29587,0,0,254212,145031,58,117,220024,144648,0,0,122745,343968,0,0,0,0,0,0,0,0,963,444,293,223,0,0,20678,14508,0,0,300,37,0,0,97,2,0,0,0,0
05. Maio,26,"Minerios, escórias e cinzas",5800760,54552380,7318809,1159000,0,0,2593100,1078000,0,0,5408634,1998000,428571,459000,5985208,1094000,0,0,2204046,518000,0,0,1002555,318000,0,0,539432,398000,0,0,871921,1100000,0,0,44286,125000,0,0,444887,553000,0,0,395380,1033000,0,0,185395,453000,0,0,582561,1226000,0,0,813860,1562000,0,0,339085,687000,0,0,0,0,0,0,69477,165000,0,0,27159,63000,0,0,0,0,0,0,0,0,0,0,20136,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98964,3000,0,0,0,0,123700,47010,0,0,0,0,0,0
05. Maio,22,"Bebidas, líquidos alcoólicos e vinagres",10791,25520,8742466,2813450,0,0,13847863,4424410,0,0,4695833,1726849,12936,26400,22345399,7830238,0,0,10972017,4719574,0,0,5121343,2202292,0,0,7077328,2840310,0,0,2424015,987773,0,0,1763699,499281,0,0,18385,5175,0,0,0,0,4397,1428,228463,90914,0,0,814098,254191,0,0,654095,185255,0,0,0,0,0,0,0,0,0,0,95352,27027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25275,9000,0,0,0,0,0,0,18741,4752,0,0,6478,9630,0,0,0,0,0,0,0,0,0,0,112667,36015,0,0,0,0,0,0,0,0
05. Maio,21,Preparações alimentícias diversas,129491,15853,246865,42815,2410,255,190168,18590,29871,3259,162082,40217,57825,6771,101444,8695,1345,182,283591,7881,0,0,64377,86980,0,0,126734,15948,29479,4152,86687,17477,0,0,352156,59317,0,0,380912,51262,14160,300,83222,15218,8128,2138,425164,53088,3364,200,567534,70826,0,0,323392,39657,0,0,310797,38259,9869,254,64889,11303,100224,7920,38502,8322,0,0,24665,4011,6444,286,37941,16096,0,0,19440,4050,2297,4824,1768,602,370,8,786,252,0,0,0,0,0,0,2483,576,0,0,16439,5789,0,0,17915,3810,0,0,3448,980,0,0,0,0,605,20,0,0
05. Maio,20,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",1730,200,562353,377372,28982,23220,197067,138942,8559,1278,134716,99323,0,0,51567,13574,0,0,0,0,0,0,0,0,0,0,178887,44802,0,0,2057,435,0,0,74970,36886,0,0,191566,104720,0,0,0,0,4401,1307,138990,54743,0,0,241669,112325,0,0,233722,75779,0,0,0,0,0,0,190910,109925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319,1691,0,0,386,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,19,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",29412,21822,121984,60552,4256,582,90826,22648,23668,23406,74086,41727,0,0,96140,96813,0,0,59792,107160,29695,15474,49709,48100,13192,4438,1944,3000,6400,640,0,0,0,0,0,0,0,0,42341,95565,0,0,17100,57000,18385,7187,649145,614090,0,0,292301,276295,0,0,183259,308372,0,0,0,0,0,0,0,0,0,0,0,0,990,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666,8220
05. Maio,18,Cacau e suas preparações,17405,3146,3604401,333333,0,0,1627839,214285,18757,2156,823200,118535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13557,2410,0,0,32421,6374,0,0,23096,3998,0,0,16238,3062,1034,100,26785,3818,0,0,17215,2671,0,0,51042,6390,0,0,34592,4402,0,0,5228,913,0,0,4178,1212,0,0,0,0,375,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,15,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,3656473,8183700,226760,215109,3127954,12014570,212239,118809,803390,3349580,390173,43847,0,0,116640,76000,0,0,515009,309870,0,0,9832,1620,0,0,45843,47000,0,0,0,0,0,0,201156,67564,0,0,61777,14800,0,0,3709,568,0,0,0,0,0,0,68187,11569,0,0,93035,25321,0,0,0,0,0,0,82432,32790,0,0,134775,87694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44659,45843
05. Maio,12,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",310327,91000,689767,217670,107221,37000,193804,17320,3240,400,602814,36120,169223,24050,357094,33320,543707,72100,913740,54219,317934,45200,0,0,92740,19170,564766,38929,5657,450,0,0,645359,393714,0,0,0,0,0,0,0,0,11557,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,25,0,0,0,0,0,0,0,0,14035,279,9734,1308,21856,318,1063,405,33282,204,0,0,0,0,4776,877,0,0,0,0,0,0,0,0,0,0,831,186,0,0,1199,492
05. Maio,10,Cereais,19122,24516,0,0,0,0,0,0,17288,24840,11314122,28767590,0,0,4151595,10242460,0,0,0,0,0,0,1875166,6983771,0,0,0,0,0,0,3478869,14991420,0,0,7724324,33009545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54874,17000,0,0,1024908,4572000,0,0,75541,46000,0,0,2363370,10500000,0,0,0,0,0,0,0,0,0,0,3400667,17328750,0,0,714000,5271324,0,0,1679548,13295290,0,0,122040,630000,0,0,2365501,14250000,0,0,3013493,25796000,0,0,2916749,23034000,0,0,1809301,20040000,0,0,0,0,0,0,1657951,13311499,0,0,1663202,9900000
05. Maio,08,Frutas; cascas de frutos cítricos e de melões,125467,150350,285346,86438,123264,123804,29526,23946,410156,537768,436558,37600,106830,98388,115381,17600,96930,97920,0,0,14919,24480,0,0,0,0,341704,124540,0,0,413437,71020,46371,95040,830135,185500,12083,23760,813859,388940,70618,95040,602986,181960,127005,142560,0,0,58242,95040,63504,43042,60114,92880,171835,72094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06. Junho,96,Obras diversas,14822,75,850456,271608,7503,54,850395,376252,9460,203,874586,451150,20595,172,615299,198705,9542,63,445413,162697,2184,16,205040,76990,7046,24,306328,128679,3711,17,431833,128010,16403,186,456407,167705,2181,20,108171,42076,1294,8,97383,18926,1495,21,35421,368,2662,15,281039,15641,9850,62,117168,44473,4807,43,227464,59621,8,1,75040,21080,800,7,52895,23016,23887,378,40430,6623,14626,361,55628,12608,12025,495,6150,757,6316,54,34646,2894,1415,30,28610,472,1800,144,328,48,3227,986,1801,31,948,30,6001,419,970,19,16797,176,767,7,7625,71,736,6,16852,955,4998,35,14319,308
06. Junho,95,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",12581,549,3052171,1390502,2504,134,3245213,1580840,4421,431,4783846,2223249,516,18,1210280,537682,17081,647,3585080,1436324,0,0,1378071,528943,968,81,1770096,977107,0,0,1395490,631352,0,0,1671949,724737,1196,60,413517,217354,43,14,409851,252774,4305,107,838061,239235,6189,664,1536960,677021,114,17,641929,361537,0,0,403039,198722,81653,11205,114934,45515,94852,13822,88759,52224,467675,75904,5099,440,822048,154584,4365,849,611164,127653,13883,3660,506142,131112,18594,7855,471610,139290,16002,6760,187067,59324,7196,306,29133,9767,142,88,139984,33495,0,0,120561,30196,53500,4530,65010,17663,414504,23310,64076,14844,738,211,27971,4349,101835,20249
06. Junho,94,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",21307,3028,5263595,1818799,41097,8848,5931685,1808141,29343,3591,7398342,2193145,81651,5556,5039119,936787,280899,43523,6760324,1623930,46688,5758,1881627,438096,305953,34432,3257443,558145,119664,12337,1966698,277666,184094,20869,2696588,284635,331275,27280,2617471,215456,717866,42236,2055287,211629,603913,32586,789976,104367,599125,33827,544548,106712,1163202,51733,403064,79954,774883,44698,497267,89422,1023275,64363,302048,62924,90231,16093,161426,28223,585926,49533,104322,16535,1013116,312110,38252,4768,1034847,267666,33204,12329,1169657,287002,17006,3934,1079922,417093,18712,3382,1067084,660010,6482,2406,1672573,926744,16566,7785,1413377,580910,21259,10367,1632985,720102,14739,12065,961546,217974,33942,4394,761459,124203,9401,4494,641855,173386,1794,329
