valor
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
535
2552
18697
148292
311469
5930832
2987
3959463
60660218
47883
125559
294196
290991
97
9830266
1773426
812195
4996
35604
7965
188973
35806
261946
24055
20169
5652
6344
3022
31571
222309
40870
6369
74
177538
2778206
194734
70020
15983
155835
216451
534714
3252449
5263859
8015
23572
75417
6360828
1377249
155950
379103
38
3317
30103
98043
324269
7371572
100948
2257140
59798959
50360
128227
2960
372542
7803301
1985709
499549
8568
872
43134
259202
86332
6569
306816
37783
11565
6323
44320
10149
52288
171007
3359
10
0
168978
3376877
189439
66513
40480
342141
171075
654243
1763822
7556350
76864
5372940
9
239383
9241
4077
136104
31849
5131988
59180
19872
303525
76075
788
3436
6818
83223
1609
451902
148923
9565690
3268252
72142924
66610
401356
429954
506
413355
7074880
1731557
1255876
3014
8147
297
22066
507028
163464
13429
398395
19512
7704
355
2407
13969
27227
111427
208217
8000
34
0
273023
2834694
383000
1418
75561
21479
432685
193291
709922
2472810
3860224
8170
18
23216
19655
102618
4045729
154563
1
137726
2
10996
10772
59113
326540
181942
12081710
252450
6666593
63084142
71280
128543
349176
3
652295
6264805
2066809
833817
18437
12273
18
483299
149466
71798
505489
79399
31098
14078
25272
11114
67648
308066
50456
498
264542
2860440
623164
97622
33588
463504
147281
948041
2135249
7683182
10966
6896029
30896
66766
5544
5835
56066
33409
4776264
955086
309926
84952
43334
15580
49174
136527
157359
8628223
50932
4362045
66834857
127150
149989
272109
690
175757
314
6056340
2018723
1758725
8460
13359
92
405504
189790
35977
450851
133085
6880
59938
32019
34475
209007
1576834
16292
377
0
314256
3440595
264133
61293
15560
314698
