data:text/csv;charset=utf-8,
id_ibge,location,year,age,classes,enrolled,bra_id,num_schools,bra_1,bra_3,bra_5,bra_7,bra_9,enrolled_classes,bra_display,bra_rca,wld_rca,enrolled_growth,enrolled_growth_5
4200606,"Águas Mornas",2013,12.18,47,971,"5sc000100",6,"5","5sc","5sc00","5sc0001","5sc000100",20.659574468085108,"5SC000100",false,false,-0.01,-0.03
4200606,"Águas Mornas",2014,11.93,49,985,"5sc000100",6,"5","5sc","5sc00","5sc0001","5sc000100",20.102040816326532,"5SC000100",false,false,0.01,-0.02
4200606,"Águas Mornas",2015,12.1245,49,964,"5sc000100",6,"5","5sc","5sc00","5sc0001","5sc000100",19.6734693877551,"5SC000100",false,false,-0.0213198,-0.0173197
4200705,"Alfredo Wagner",2007,11.9325,86,1882,"5sc000101",8,"5","5sc","5sc00","5sc0001","5sc000101",21.88372093023256,"5SC000101",false,false,,
4200705,"Alfredo Wagner",2008,12.1286,75,1843,"5sc000101",8,"5","5sc","5sc00","5sc0001","5sc000101",24.573333333333334,"5SC000101",false,false,-0.0207226,
4200705,"Alfredo Wagner",2009,12.1628,70,1757,"5sc000101",8,"5","5sc","5sc00","5sc0001","5sc000101",25.1,"5SC000101",false,false,-0.046663,
4200705,"Alfredo Wagner",2010,12.2174,68,1725,"5sc000101",8,"5","5sc","5sc00","5sc0001","5sc000101",25.36764705882353,"5SC000101",false,false,-0.0182129,
4200705,"Alfredo Wagner",2011,12.1625,74,1674,"5sc000101",7,"5","5sc","5sc00","5sc0001","5sc000101",22.62162162162162,"5SC000101",false,false,-0.0295652,
4200705,"Alfredo Wagner",2012,12.0349,70,1605,"5sc000101",7,"5","5sc","5sc00","5sc0001","5sc000101",22.928571428571427,"5SC000101",false,false,-0.0412186,-0.0313406
4200705,"Alfredo Wagner",2013,12,69,1525,"5sc000101",7,"5","5sc","5sc00","5sc0001","5sc000101",22.10144927536232,"5SC000101",false,false,-0.05,-0.04
4200705,"Alfredo Wagner",2014,12.18,73,1591,"5sc000101",8,"5","5sc","5sc00","5sc0001","5sc000101",21.794520547945204,"5SC000101",false,false,0.04,-0.02
4200705,"Alfredo Wagner",2015,12.1581,74,1569,"5sc000101",8,"5","5sc","5sc00","5sc0001","5sc000101",21.2027027027027,"5SC000101",false,false,-0.0138278,-0.0187791
4201109,"Anitápolis",2007,11.9133,41,738,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",18,"5SC000102",false,false,,
4201109,"Anitápolis",2008,12.0704,28,639,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",22.821428571428573,"5SC000102",false,false,-0.134146,
4201109,"Anitápolis",2009,12.3147,30,626,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",20.866666666666667,"5SC000102",false,false,-0.0203443,
