data:text/csv;charset=utf-8,
id_ibge,location,year,wage,num_jobs,wage_avg,wage_growth,wage_growth_5,num_emp_growth,num_emp_growth_5,bra_id,cnae_id,rca,distance,opp_gain,cnae_1,cnae_3,cnae_6,cbo_diversity,cbo_diversity_eff,num_est,num_jobs_est,cnae_display,bra_rca,wld_rca
4209102,"Joinville",2023,260156.53,86,3025.08,-0.232,0,-0.173,0,"5sc010107","c20401",4.272,0.738,-0.209,"c","c20","c20401",155,39.519,0,0,"20401",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c20517",0,0.771,-0.053,"c","c20","c20517",203,41.822,0,0,"20517",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c20525",0,0.759,0.025,"c","c20","c20525",128,33.754,0,0,"20525",false,false
4209102,"Joinville",2023,2971.86,1,2971.86,-0.527,-0.025,-0.5,-0.197,"5sc010107","c20614",0.007,0.758,0.049,"c","c20","c20614",231,33.316,0,0,"20614",false,false
4209102,"Joinville",2023,121319.41,33,3676.35,0.204,-0.033,-0.175,-0.129,"5sc010107","c20622",0.321,0.747,0.017,"c","c20","c20622",274,31.259,0,0,"20622",false,false
4209102,"Joinville",2023,229768.7,44,5222.02,2.257,0.303,1.75,0.035,"5sc010107","c20631",0.249,0.754,0.002,"c","c20","c20631",308,28.896,0,0,"20631",false,false
4209102,"Joinville",2023,101703.66,33,3081.93,0.053,0.047,0,-0.006,"5sc010107","c20711",0.149,0.752,-0.008,"c","c20","c20711",273,42.281,0,0,"20711",false,false
4209102,"Joinville",2023,13999.85,7,1999.98,0.345,0.434,0.167,0.476,"5sc010107","c20720",0.217,0.752,-0.295,"c","c20","c20720",116,30.745,0,0,"20720",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c20738",0,0.75,-0.233,"c","c20","c20738",148,39.308,0,0,"20738",false,false
4209102,"Joinville",2023,532983.1,129,4131.65,0.225,0.117,0.122,0.038,"5sc010107","c20916",4.131,0.742,-0.215,"c","c20","c20916",189,44.324,0,0,"20916",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c20924",0,0.76,0.061,"c","c20","c20924",169,27.974,0,0,"20924",false,false
4209102,"Joinville",2023,1680.8,1,1680.8,-0.824,-0.258,-0.667,-0.275,"5sc010107","c20932",0.004,0.757,-0.079,"c","c20","c20932",256,57.193,0,0,"20932",false,false
4209102,"Joinville",2023,91881.51,14,6562.97,0.137,-0.01,0.167,0.031,"5sc010107","c20941",3.443,0.773,-0.18,"c","c20","c20941",66,31.552,0,0,"20941",true,false
4209102,"Joinville",2023,1988171.52,467,4257.33,0.159,0.061,0.142,0.018,"5sc010107","c20991",1.951,0.754,-0.116,"c","c20","c20991",332,54.903,0,0,"20991",true,false
4209102,"Joinville",2023,134046.04,11,12186,0.056,0,-0.083,0,"5sc010107","c21106",0.829,0.763,-0.054,"c","c21","c21106",182,50.678,0,0,"21106",false,false
4209102,"Joinville",2023,2491989.55,390,6389.72,-0.008,0.126,-0.027,0.048,"5sc010107","c21211",0.723,0.764,-0.216,"c","c21","c21211",281,37.547,0,0,"21211",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c21220",0,0.76,-0.15,"c","c21","c21220",204,46.09,0,0,"21220",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c21238",0,0.757,-0.243,"c","c21","c21238",119,39.525,0,0,"21238",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c22111",0,0.756,-0.041,"c","c22","c22111",196,18.126,0,0,"22111",false,false
4209102,"Joinville",2023,66376.85,24,2765.7,-0.089,-0.122,-0.172,-0.162,"5sc010107","c22129",0.304,0.703,-0.045,"c","c22","c22129",209,19.567,0,0,"22129",false,false
4209102,"Joinville",2023,2274717.95,822,2767.3,0.149,0.003,0.082,-0.048,"5sc010107","c22196",2.814,0.733,-0.114,"c","c22","c22196",314,31.017,0,0,"22196",true,false
4209102,"Joinville",2023,72436.09,21,3449.34,0.107,0.174,0.05,0.101,"5sc010107","c22218",0.2,0.729,-0.108,"c","c22","c22218",269,41.996,0,0,"22218",false,false
4209102,"Joinville",2023,5148660.33,1247,4128.84,0.138,0.078,0.077,0.022,"5sc010107","c22226",2.291,0.731,0.009,"c","c22","c22226",364,36.532,0,0,"22226",true,false
4209102,"Joinville",2023,21892628.56,3983,5496.52,0.098,0.22,0.086,0.082,"5sc010107","c22234",81.928,0.736,0.021,"c","c22","c22234",201,31.042,0,0,"22234",true,false
4209102,"Joinville",2023,24020649.32,7224,3325.12,0.118,0.112,0.067,0.047,"5sc010107","c22293",8.322,0.714,0.007,"c","c22","c22293",409,37.874,0,0,"22293",true,false
4209102,"Joinville",2023,6172.22,2,3086.11,-0.351,0,-0.5,0,"5sc010107","c23117",0.017,0.739,-0.111,"c","c23","c23117",242,39.645,0,0,"23117",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c23125",0,0.746,-0.27,"c","c23","c23125",139,28.36,0,0,"23125",false,false
4209102,"Joinville",2023,151358.13,56,2702.82,0.08,0.19,0.057,0.126,"5sc010107","c23192",0.54,0.722,-0.013,"c","c23","c23192",260,42.297,0,0,"23192",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c23206",0,0.767,0.132,"c","c23","c23206",215,57.785,0,0,"23206",false,false
4209102,"Joinville",2023,1648931.82,531,3105.33,0.038,0.083,-0.018,0.05,"5sc010107","c23303",1.122,0.73,0.173,"c","c23","c23303",400,39.391,0,0,"23303",true,false
4209102,"Joinville",2023,445862.74,116,3843.64,0.249,0.085,0.149,0.039,"5sc010107","c23419",2.274,0.738,0.196,"c","c23","c23419",228,49.408,0,0,"23419",true,false
4209102,"Joinville",2023,61522.64,15,4101.51,0.04,0.078,-0.062,-0.013,"5sc010107","c23427",0.049,0.746,0.345,"c","c23","c23427",315,21.543,0,0,"23427",false,false
4209102,"Joinville",2023,1739.67,3,579.89,-0.435,0,-0.25,0,"5sc010107","c23494",0.006,0.739,0.185,"c","c23","c23494",229,18.739,0,0,"23494",false,false
4209102,"Joinville",2023,530668.12,192,2763.9,-0.037,0.001,0.032,-0.025,"5sc010107","c23915",0.811,0.725,0.162,"c","c23","c23915",330,21.794,0,0,"23915",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c23923",0,0.766,0.13,"c","c23","c23923",199,51.626,0,0,"23923",false,false
4209102,"Joinville",2023,58479.55,12,4873.3,-0.021,-0.061,0,-0.129,"5sc010107","c23991",0.127,0.735,0.059,"c","c23","c23991",325,65.453,0,0,"23991",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c24113",0,0.759,-0.034,"c","c24","c24113",206,43.199,0,0,"24113",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c24121",0,0.763,-0.012,"c","c24","c24121",225,56.534,0,0,"24121",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c24211",0,0.763,-0.21,"c","c24","c24211",122,42.213,0,0,"24211",false,false
4209102,"Joinville",2023,49318.28,22,2241.74,-0.001,0,0.048,0,"5sc010107","c24229",0.06,0.757,-0.176,"c","c24","c24229",218,47.728,0,0,"24229",false,false
4209102,"Joinville",2023,19076.79,11,1734.25,0.434,-0.283,0.375,-0.104,"5sc010107","c24237",0.019,0.748,-0.161,"c","c24","c24237",211,49.922,0,0,"24237",false,false
4209102,"Joinville",2023,206819.21,39,5303.06,0.009,0.041,-0.152,-0.048,"5sc010107","c24245",0.765,0.736,-0.074,"c","c24","c24245",229,54.053,0,0,"24245",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c24318",0,0.737,-0.257,"c","c24","c24318",199,43.993,0,0,"24318",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c24393",0,0.736,-0.252,"c","c24","c24393",153,51.877,0,0,"24393",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c24415",0,0.743,-0.144,"c","c24","c24415",256,48.221,0,0,"24415",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c24423",0,0.765,-0.347,"c","c24","c24423",150,54.867,0,0,"24423",false,false
4209102,"Joinville",2023,1128531.62,260,4340.51,0.263,0.255,0.145,0.16,"5sc010107","c24431",8.521,0.742,-0.29,"c","c24","c24431",166,49.419,0,0,"24431",true,false
4209102,"Joinville",2023,1037395.12,365,2842.18,0.135,0.038,0.137,0.055,"5sc010107","c24491",5.361,0.745,-0.094,"c","c24","c24491",240,51.611,0,0,"24491",true,false
4209102,"Joinville",2023,50148683.38,11142,4500.87,0.075,0.031,0.002,-0.029,"5sc010107","c24512",56.027,0.731,-0.081,"c","c24","c24512",259,33.716,0,0,"24512",true,false
4209102,"Joinville",2023,171527.11,55,3118.68,-0.058,-0.02,-0.113,-0.014,"5sc010107","c24521",0.757,0.728,-0.154,"c","c24","c24521",226,37.789,0,0,"24521",false,false
4209102,"Joinville",2023,301264.55,121,2489.79,0.036,-0.048,0.287,-0.052,"5sc010107","c25110",0.373,0.726,0.146,"c","c25","c25110",326,42.525,0,0,"25110",false,false
4209102,"Joinville",2023,828749.23,286,2897.73,0.274,0.181,0.222,0.107,"5sc010107","c25128",1.211,0.681,0.242,"c","c25","c25128",324,26.339,0,0,"25128",true,false
4209102,"Joinville",2023,86911.88,20,4345.59,0.142,0.036,0.176,-0.065,"5sc010107","c25136",0.255,0.735,0.004,"c","c25","c25136",245,43.086,0,0,"25136",false,false
4209102,"Joinville",2023,17711.63,12,1475.97,-0.244,0.305,-0.2,0.431,"5sc010107","c25217",0.134,0.72,-0.07,"c","c25","c25217",203,36.293,0,0,"25217",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c25225",0,0.737,-0.043,"c","c25","c25225",144,34.873,0,0,"25225",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c25314",0,0.726,-0.252,"c","c25","c25314",168,46.341,0,0,"25314",false,false
4209102,"Joinville",2023,887418.11,295,3008.2,0.24,0.066,0.161,0.022,"5sc010107","c25322",2.388,0.705,-0.004,"c","c25","c25322",296,45.105,0,0,"25322",true,false
4209102,"Joinville",2023,7263272.23,2127,3414.8,0.091,0.085,0.009,0.036,"5sc010107","c25390",6.748,0.718,0.094,"c","c25","c25390",376,48.117,0,0,"25390",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c25411",0,0.728,-0.004,"c","c25","c25411",172,31.391,0,0,"25411",false,false
4209102,"Joinville",2023,416343.49,191,2179.81,0.062,0.045,0.165,0.036,"5sc010107","c25420",1,0.699,0.29,"c","c25","c25420",309,34.906,0,0,"25420",true,false
4209102,"Joinville",2023,5482037.66,1056,5191.32,0.033,0.041,-0.092,-0.033,"5sc010107","c25438",11.209,0.713,-0.103,"c","c25","c25438",269,44.367,0,0,"25438",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c25501",0,0.742,-0.224,"c","c25","c25501",161,33.254,0,0,"25501",false,false
4209102,"Joinville",2023,140726.86,43,3272.72,-0.348,-0.17,-0.173,-0.201,"5sc010107","c25918",0.321,0.74,-0.177,"c","c25","c25918",224,33.469,0,0,"25918",false,false
4209102,"Joinville",2023,4663981.17,737,6328.33,-0.011,0.12,-0.045,0.035,"5sc010107","c25926",10.083,0.714,-0.076,"c","c25","c25926",283,48.581,0,0,"25926",true,false
4209102,"Joinville",2023,355645.25,189,1881.72,0.056,-0.145,0.005,-0.057,"5sc010107","c25934",1.292,0.704,0.046,"c","c25","c25934",264,33.53,0,0,"25934",true,false
4209102,"Joinville",2023,3174156.42,804,3947.96,0.14,0.006,0.091,-0.037,"5sc010107","c25993",1.858,0.711,-0.094,"c","c25","c25993",375,53.799,0,0,"25993",true,false
4209102,"Joinville",2023,362085.44,128,2828.79,0.274,0.119,0.306,0.057,"5sc010107","c26108",0.643,0.733,-0.215,"c","c26","c26108",291,28.647,0,0,"26108",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26213",0,0.747,-0.157,"c","c26","c26213",178,34.402,0,0,"26213",false,false
4209102,"Joinville",2023,7878.41,4,1969.6,0,0,-0.2,0,"5sc010107","c26221",0.024,0.747,-0.241,"c","c26","c26221",198,20.169,0,0,"26221",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26311",0,0.734,-0.292,"c","c26","c26311",184,49.394,0,0,"26311",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26329",0,0.748,-0.274,"c","c26","c26329",143,19.975,0,0,"26329",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26400",0,0.731,0.002,"c","c26","c26400",219,27.076,0,0,"26400",false,false
4209102,"Joinville",2023,979877.89,242,4049.08,0.315,0.08,0.235,0.008,"5sc010107","c26515",1.841,0.73,-0.205,"c","c26","c26515",270,61.336,0,0,"26515",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26523",0,0.739,-0.495,"c","c26","c26523",99,23.629,0,0,"26523",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26604",0,0.734,-0.243,"c","c26","c26604",195,49.689,0,0,"26604",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26701",0,0.733,-0.269,"c","c26","c26701",122,57.973,0,0,"26701",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c26809",0,0.737,-0.282,"c","c26","c26809",6,5.499,0,0,"26809",false,false
4209102,"Joinville",2023,73059.02,27,2705.89,0.09,-0.366,0.08,-0.373,"5sc010107","c27104",0.068,0.728,0.084,"c","c27","c27104",262,36.14,0,0,"27104",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c27210",0,0.748,-0.203,"c","c27","c27210",110,15.964,0,0,"27210",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c27228",0,0.746,0.006,"c","c27","c27228",172,26.498,0,0,"27228",false,false
4209102,"Joinville",2023,482657.23,132,3656.49,-0.016,0.087,-0.143,0.089,"5sc010107","c27317",0.899,0.729,-0.139,"c","c27","c27317",271,58.901,0,0,"27317",false,false
4209102,"Joinville",2023,1214340.72,296,4102.5,0.121,0.164,0.05,0.093,"5sc010107","c27325",7.399,0.726,-0.191,"c","c27","c27325",187,39.043,0,0,"27325",true,false
4209102,"Joinville",2023,938754.14,156,6017.66,0.094,0.105,0,0.036,"5sc010107","c27333",2.002,0.736,-0.163,"c","c27","c27333",231,34.029,0,0,"27333",true,false
4209102,"Joinville",2023,424824.98,125,3398.6,0.389,0.623,0.214,0.509,"5sc010107","c27406",3.031,0.709,-0.233,"c","c27","c27406",233,42.314,0,0,"27406",true,false
4209102,"Joinville",2023,25303344.79,6354,3982.27,0.008,0.099,-0.027,0.023,"5sc010107","c27511",43.037,0.735,-0.034,"c","c27","c27511",206,22.578,0,0,"27511",true,false
4209102,"Joinville",2023,1617564.44,552,2930.37,0.14,0,0.238,0,"5sc010107","c27597",5.077,0.717,-0.159,"c","c27","c27597",236,28.655,0,0,"27597",true,false
4209102,"Joinville",2023,3461656.82,1182,2928.64,0.122,-0.038,0.2,-0.068,"5sc010107","c27902",5.701,0.725,-0.121,"c","c27","c27902",307,51.909,0,0,"27902",true,false
4209102,"Joinville",2023,15016.44,8,1877.06,-0.188,0,-0.2,0,"5sc010107","c28119",0.084,0.734,0.054,"c","c28","c28119",152,51.105,0,0,"28119",false,false
4209102,"Joinville",2023,1575250.06,240,6563.54,0.047,0.061,0.013,0.037,"5sc010107","c28127",4.613,0.723,-0.159,"c","c28","c28127",226,55.306,0,0,"28127",true,false
4209102,"Joinville",2023,9597001.99,2191,4380.19,0.139,0.108,0.098,0.058,"5sc010107","c28135",32.425,0.724,-0.215,"c","c28","c28135",216,49.02,0,0,"28135",true,false
4209102,"Joinville",2023,36552834.5,6826,5354.94,-0.011,0.134,-0.055,-0.041,"5sc010107","c28143",123.291,0.735,-0.423,"c","c28","c28143",183,45.933,0,0,"28143",true,false
4209102,"Joinville",2023,976495.5,152,6424.31,0.114,0.091,0.02,0.038,"5sc010107","c28151",3.356,0.724,-0.271,"c","c28","c28151",202,44.087,0,0,"28151",true,false
4209102,"Joinville",2023,75652.37,19,3981.7,-0.181,-0.377,-0.321,-0.363,"5sc010107","c28216",0.81,0.728,-0.186,"c","c28","c28216",199,58.568,0,0,"28216",false,false
4209102,"Joinville",2023,265844.93,59,4505.85,-0.043,0.038,-0.169,-0.047,"5sc010107","c28224",0.519,0.732,-0.157,"c","c28","c28224",259,67.032,0,0,"28224",false,false
4209102,"Joinville",2023,287248.33,64,4488.26,0.236,0.068,0,-0.003,"5sc010107","c28232",0.741,0.72,-0.095,"c","c28","c28232",265,50.451,0,0,"28232",false,false
4209102,"Joinville",2023,236461.41,53,4461.54,0.066,0.219,0.019,0.203,"5sc010107","c28241",1.959,0.737,-0.363,"c","c28","c28241",158,28.931,0,0,"28241",true,false
4209102,"Joinville",2023,340440.41,88,3868.64,0.072,0.126,0.048,0.073,"5sc010107","c28259",3.736,0.728,-0.267,"c","c28","c28259",195,76.776,0,0,"28259",true,false
4209102,"Joinville",2023,5668185.45,1178,4811.7,0.076,0.197,-0.01,0.105,"5sc010107","c28291",4.393,0.721,-0.113,"c","c28","c28291",342,63.984,0,0,"28291",true,false
4209102,"Joinville",2023,148178.42,42,3528.06,0.157,0.252,0.024,0.332,"5sc010107","c28313",0.583,0.738,-0.09,"c","c28","c28313",161,41.279,0,0,"28313",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c28321",0,0.732,0.022,"c","c28","c28321",189,65.58,0,0,"28321",false,false
4209102,"Joinville",2023,899330.81,192,4684.02,0.183,0.104,0.021,-0.016,"5sc010107","c28330",0.468,0.722,0.204,"c","c28","c28330",324,52.349,0,0,"28330",false,false
4209102,"Joinville",2023,1067996.23,216,4944.43,-0.061,-0.01,-0.139,-0.082,"5sc010107","c28402",2.486,0.716,-0.121,"c","c28","c28402",244,49.153,0,0,"28402",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c28518",0,0.736,-0.25,"c","c28","c28518",164,52.863,0,0,"28518",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c28526",0,0.725,-0.201,"c","c28","c28526",201,56.084,0,0,"28526",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c28534",0,0.735,-0.313,"c","c28","c28534",125,22.357,0,0,"28534",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c28542",0,0.734,-0.185,"c","c28","c28542",190,47.888,0,0,"28542",false,false
4209102,"Joinville",2023,949593.77,232,4093.08,0.084,0.119,-0.041,0.047,"5sc010107","c28615",6.53,0.72,-0.205,"c","c28","c28615",209,55.321,0,0,"28615",true,false
4209102,"Joinville",2023,946036.69,77,12286.19,-0.184,-0.142,-0.206,-0.194,"5sc010107","c28623",2.076,0.721,-0.02,"c","c28","c28623",250,58.049,0,0,"28623",true,false
4209102,"Joinville",2023,610141.69,65,9386.8,0.112,0.059,0.204,-0.015,"5sc010107","c28631",15.828,0.717,-0.33,"c","c28","c28631",136,49.242,0,0,"28631",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c28640",0,0.711,-0.294,"c","c28","c28640",136,47.582,0,0,"28640",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c28658",0,0.728,-0.149,"c","c28","c28658",173,60.842,0,0,"28658",false,false
4209102,"Joinville",2023,386261.97,97,3982.08,0.164,0.081,-0.03,0.05,"5sc010107","c28666",7.886,0.719,-0.25,"c","c28","c28666",139,43.763,0,0,"28666",true,false
4209102,"Joinville",2023,7098213.48,1069,6640.05,0.033,0.179,-0.061,0.087,"5sc010107","c28691",6.778,0.717,-0.11,"c","c28","c28691",316,60.544,0,0,"28691",true,false
4209102,"Joinville",2023,3078655.12,717,4293.8,0.066,0.164,-0.031,0.142,"5sc010107","c29107",1.403,0.747,-0.333,"c","c29","c29107",200,25.529,0,0,"29107",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c29204",0,0.746,-0.383,"c","c29","c29204",199,45.856,0,0,"29204",false,false
4209102,"Joinville",2023,4674749.22,1461,3199.69,-0.091,0.235,-0.117,0.211,"5sc010107","c29301",5.703,0.709,0.082,"c","c29","c29301",295,41.985,0,0,"29301",true,false
4209102,"Joinville",2023,3685612.68,850,4336.02,-0.069,0.059,-0.134,-0.011,"5sc010107","c29417",3.806,0.735,-0.281,"c","c29","c29417",250,34.004,0,0,"29417",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c29425",0,0.738,-0.276,"c","c29","c29425",174,25.418,0,0,"29425",false,false
4209102,"Joinville",2023,3052010.39,660,4624.26,0.033,0,0.003,0,"5sc010107","c29433",8.056,0.733,-0.403,"c","c29","c29433",195,35.312,0,0,"29433",true,false
4209102,"Joinville",2023,32127.94,10,3212.79,-0.122,-0.063,-0.091,-0.12,"5sc010107","c29441",0.09,0.734,-0.21,"c","c29","c29441",217,29.243,0,0,"29441",false,false
4209102,"Joinville",2023,0,1,0,-1,0,-0.5,0,"5sc010107","c29450",0,0.732,-0.09,"c","c29","c29450",213,18.465,0,0,"29450",false,false
4209102,"Joinville",2023,990852.09,256,3870.52,-0.329,-0.141,-0.374,-0.17,"5sc010107","c29492",0.292,0.728,-0.167,"c","c29","c29492",350,37.068,0,0,"29492",false,false
4209102,"Joinville",2023,41213.2,15,2747.55,0.422,0.009,0.25,-0.036,"5sc010107","c29506",0.264,0.703,-0.064,"c","c29","c29506",185,20.933,0,0,"29506",false,false
4209102,"Joinville",2023,10647,6,1774.5,0.575,0,0.5,0,"5sc010107","c30113",0.019,0.738,0.064,"c","c30","c30113",258,47.564,0,0,"30113",false,false
4209102,"Joinville",2023,40932.96,16,2558.31,3.265,0.078,3,0.217,"5sc010107","c30121",0.779,0.711,-0.124,"c","c30","c30121",164,38.671,0,0,"30121",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c30318",0,0.756,-0.358,"c","c30","c30318",118,37.579,0,0,"30318",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c30326",0,0.735,-0.332,"c","c30","c30326",110,45.764,0,0,"30326",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c30415",0,0.754,-0.199,"c","c30","c30415",160,27.563,0,0,"30415",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c30423",0,0.739,-0.138,"c","c30","c30423",124,38.978,0,0,"30423",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c30504",0,0.745,-0.768,"c","c30","c30504",1,1,0,0,"30504",false,false
4209102,"Joinville",2023,36327.53,25,1453.1,0,0,0,0,"5sc010107","c30911",0.073,0.73,-0.025,"c","c30","c30911",213,32.585,0,0,"30911",false,false
4209102,"Joinville",2023,8000,4,2000,0,0.15,0,0.149,"5sc010107","c30920",0.067,0.719,-0.1,"c","c30","c30920",201,39.315,0,0,"30920",false,false
4209102,"Joinville",2023,7861.16,4,1965.29,0,0,0,0,"5sc010107","c30997",0.109,0.711,-0.159,"c","c30","c30997",148,28.113,0,0,"30997",false,false
4209102,"Joinville",2023,879843.12,332,2650.13,0.178,0.069,0.074,0.033,"5sc010107","c31012",0.374,0.695,0.249,"c","c31","c31012",394,30.523,0,0,"31012",false,false
4209102,"Joinville",2023,0,1,0,-1,0,0,0,"5sc010107","c31021",0,0.691,0.03,"c","c31","c31021",299,51.765,0,0,"31021",false,false
4209102,"Joinville",2023,6827.18,2,3413.59,-0.455,-0.123,-0.5,-0.222,"5sc010107","c31039",0.077,0.696,0.095,"c","c31","c31039",212,44.389,0,0,"31039",false,false
4209102,"Joinville",2023,10055.13,4,2513.78,4.393,0,3,0,"5sc010107","c31047",0.03,0.718,-0.033,"c","c31","c31047",244,28.314,0,0,"31047",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c32116",0,0.705,0.124,"c","c32","c32116",192,21.565,0,0,"32116",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c32124",0,0.688,-0.011,"c","c32","c32124",171,23.539,0,0,"32124",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c32205",0,0.705,-0.114,"c","c32","c32205",129,38.987,0,0,"32205",false,false
4209102,"Joinville",2023,228163.41,90,2535.15,0.097,0.124,0.034,0.081,"5sc010107","c32302",3.434,0.69,-0.111,"c","c32","c32302",200,44.753,0,0,"32302",true,false
4209102,"Joinville",2023,81953.23,33,2483.43,0.189,0.42,0.138,0.297,"5sc010107","c32400",0.492,0.709,-0.071,"c","c32","c32400",237,30.647,0,0,"32400",false,false
4209102,"Joinville",2023,3482983.19,623,5590.66,0.12,0.013,0.042,-0.027,"5sc010107","c32507",2.842,0.717,0.03,"c","c32","c32507",370,48.903,0,0,"32507",true,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c32914",0,0.731,0.107,"c","c32","c32914",180,29.481,0,0,"32914",false,false
4209102,"Joinville",2023,16899.25,8,2112.41,0.11,-0.101,0,-0.15,"5sc010107","c32922",0.102,0.706,-0.049,"c","c32","c32922",252,32.617,0,0,"32922",false,false
4209102,"Joinville",2023,645550.68,193,3344.82,-0.011,-0.037,0.005,-0.089,"5sc010107","c32990",1.318,0.7,0.146,"c","c32","c32990",377,59.403,0,0,"32990",true,false
4209102,"Joinville",2023,36701.15,20,1835.06,0.011,0.205,-0.091,0.127,"5sc010107","c33112",0.283,0.734,0.01,"c","c33","c33112",207,37.636,0,0,"33112",false,false
4209102,"Joinville",2023,240245.25,73,3291.03,-0.017,0.084,-0.088,0.003,"5sc010107","c33121",0.829,0.745,-0.084,"c","c33","c33121",279,55.957,0,0,"33121",false,false
4209102,"Joinville",2023,87378.38,33,2647.83,0.209,0.161,0.065,0.084,"5sc010107","c33139",0.25,0.73,0.068,"c","c33","c33139",297,56.117,0,0,"33139",false,false
4209102,"Joinville",2023,1076903.11,399,2699.01,-0.212,-0.052,-0.174,-0.034,"5sc010107","c33147",0.577,0.729,0.13,"c","c33","c33147",436,67.985,0,0,"33147",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c33155",0,0.745,-0.325,"c","c33","c33155",109,29.044,0,0,"33155",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","c33163",0,0.751,-0.062,"c","c33","c33163",180,28.736,0,0,"33163",false,false
4209102,"Joinville",2023,14412.19,7,2058.88,-0.691,-0.187,-0.632,-0.181,"5sc010107","c33171",0.063,0.739,0.008,"c","c33","c33171",243,66.767,0,0,"33171",false,false
4209102,"Joinville",2023,474841.64,239,1986.79,0.392,0.212,0.374,0.135,"5sc010107","c33198",2.295,0.724,-0.132,"c","c33","c33198",290,72.133,0,0,"33198",true,false
4209102,"Joinville",2023,1360269.82,407,3342.19,-0.205,0.116,-0.225,0.072,"5sc010107","c33210",2.181,0.723,0.059,"c","c33","c33210",332,51.098,0,0,"33210",true,false
4209102,"Joinville",2023,90043.09,45,2000.96,0.131,-0.072,0.125,-0.071,"5sc010107","c33295",0.467,0.695,-0.008,"c","c33","c33295",291,43.933,0,0,"33295",false,false
4209102,"Joinville",2023,0,0,0,0,0,0,0,"5sc010107","d35115",0,0.777,0.392,"d","d35","d35115",298,57.704,0,0,"35115",false,false
